artist	title
Bon Jovi	We Weren't Born To Follow
Cream	Sunshine Of Your Love
Talk Talk	It's My Life
DJ Khaled	Victory (feat. Nas & John Legend)
Tears For Fears	Shout
Creedence Clearwater Revival	Commotion
White Denim	Transparency
Calle 13 Featuring Bajofondo Tango Club and Panasuyo	Tango del Pecado
Beirut	Carousels
Base Ball Bear	Sayonara-Nostalgia
Calle 13 Feat. Rubén Blades Y La Chilinga	La Perla
Empire Of The Sun	Half Mast
Rage Against The Machine	Bulls On Parade
Godsmack	Speak
Leona Lewis	Bleeding Love
Polly Paulusma	Give It Back
Fleet Foxes	Mykonos
Foreigner	Juke Box Hero (Remastered LP Version )
Smash Mouth	Walkin' On The Sun
M.A. Numminen	TULENLIEKKI
Smash Mouth	All Star
Metallica	Ronnie
Gorillaz	Clint Eastwood
Smash Mouth	Why Can't We Be Friends
Ramones	I Wanna Be Sedated (Remastered Album Version )
Daft Punk	Technologic
The Police	Spirits In The Material World
Blackstreet / Dr. Dre	No Diggity
Robert Palmer	Addicted To Love
Jonny L	Microdaze
The Police	Every Little Thing She Does Is Magic
Christina Aguilera / Lil' Kim / Mya / Pink	Lady Marmalade
Ry Cooder	Corrido de Boxeo
Che Sudaka	Ona Kasuita
Passion Pit	The Reeling
Passion Pit	I've Got Your Number
Andrew Gold	Thank You for Being a Friend
Ratatat	Neckbrace
Passion Pit	Live To Tell The Tale
Cat Stevens	Sad Lisa
Bachman-Turner Overdrive	Roll On Down The Highway
Passion Pit	Moth's Wings
Passion Pit	Swimming In The Flood
Phoenix	Victim Of The Crime
Weezer	El Scorcho
Weezer	My Name Is Jonas
Cyndi Lauper	Girls Just Want To Have Fun
Creedence Clearwater Revival	Who'll Stop The Rain
Disturbed	Droppin' Plates (Album Version)
Panic! At The Disco	I Write Sins Not Tragedies (Album Version)
Green Day	Holiday [feat. Green Day & The Cast Of American Idiot] (Album Version)
A Day To Remember	The Downfall Of Us All
Blink-182	Going Away To College
Keyshia Cole	Love
Eminem / Hailie Jade	My Dad's Gone Crazy
Lupe Fiasco	Paris_ Tokyo (Explicit Album Version)
Justin Bieber	Common Denominator
Red Hot Chili Peppers	Tell Me Baby (Album Version)
Birdman / Lil Wayne / Drake	Money To Blow
Eminem	Criminal
Andrew Bird	Ratitat/Peter's Wolf/Oblivious Reel
Beyoncé	Scared Of Lonely
Trey Songz	Love Lost (Album Version)
Beyoncé	Hello
DeGarmo & Key	When The Son Begins To Reign (Degarmo And Key Album Version)
Arctic Monkeys	From The Ritz To The Rubble
Deadmau5	Not Exactly
UB40	Red Red Wine (Edit)
J. Karjalainen & Mustat Lasit	Sinisten tähtien alla
Silversun Pickups	Rusted Wheel
Kid Cudi / Billy Craven	My World
Ratatat	Loud Pipes
Modest Mouse	Dashboard
Kings Of Leon	Manhattan
The Kills	Goodnight Bad Morning
Phoenix	Girlfriend
Passion Pit	Eyes As Candles
Tears For Fears	Head Over Heels
Tears For Fears	Change
Tears For Fears	Sowing The Seeds Of Love
Alceu Valença	No Balanço Da Canoa
Rise Against	The Good Left Undone
Neil Young	Old Man (Album Version)
Amy Winehouse	Love Is A Losing Game
The White Stripes	Hotel Yorba
Metric	Collect Call
Metric	The Twist
the bird and the bee	Heard It On The Radio
Shania Twain	Nah!
Don Omar	Intocable
Frumpies	Fuck Kitty
Hollywood Undead	Everywhere I Go
Eminem	The Kids
Sheena Easton	Strut (1993 Digital Remaster)
Milczenie Owiec	CIEÑ
Tab Benoit	Jambalaya
Sam Cooke	Ain't Misbehavin
The Police	So Lonely
Andrés Cepeda	Me Voy
John Mayer	The Heart Of Life
Eric Clapton	Tears In Heaven
Aerosmith	Dream On
La Roux	Growing Pains
Hot Chip	Thieves In The Night
Hot Chip	Alley Cats
Hot Chip	I Feel Better
Jack Johnson	Constellations
Brad Paisley	I'm Still A Guy
Jack Johnson	Imagine (Album Version)
Jack Johnson	Mediocre Bad Guys
Dierks Bentley	Feel That Fire
Darius Rucker	It Won't Be Like This For Long
Luke Bryan	Someone Else Calling You Baby
Dierks Bentley	I Wanna Make You Close Your Eyes
Easton Corbin	Roll With It
The Black Keys	Thickfreakness
Jack Johnson	Middle Man
Jack Johnson	Gone
Josh Turner	All Over Me
Vampire Weekend	Horchata
Jack Johnson	Flake
Billy Currington	I Got A Feelin'
Vampire Weekend	Cape Cod Kwassa Kwassa (Album)
Erin Bode	Here_ There And Everywhere
Billy Curringham	People Are Crazy
Cat Stevens	Trouble
Taylor Swift	The Best Day
Slightly Stoopid	Closer To The Sun
Dierks Bentley	Sideways
Another Sunny Day	Rio
Jack Johnson	The News
Jack Johnson	Monsoon
Vampire Weekend	The Kids Dont Stand A Chance (Album)
The Black Keys	Just Got To Be
Thursday	Voices On A String (Album Version)
The Black Keys	Midnight in Her Eyes
The Ronettes	Be My Baby
The Strokes	Hard To Explain
Ratatat	Lex
The Strokes	New York City Cops
Incubus	Are You In?
The Strokes	You Only Live Once
Calle 13	La Aguacatona
Bebe	Con Mis Manos
Charly García	Influencia
Radiohead	Trans-Atlantic Drawl
Band Of Horses	No One's Gonna Love You (Album)
Metallica	Loverman
Metallica	Damage Inc.
Soda Stereo	Prófugos
The Black Keys	Run Me Down
The Black Keys	Elevator
The Black Keys	Busted
Royksopp	Royksopp Forever
Simple Plan	Shut Up! (Domestic Album Version)
Carla Bruni	Le Plus Beau Du Quartier
Carla Bruni	il vecchio e il bambino
Carla Bruni	Raphael
John Mayer	Friends_ Lovers Or Nothing
O.G.C.	Gunn Clapp
John Mayer	Back To You
Colbie Caillat	Older
John Mayer	I'm Gonna Find Another You
Muse	Futurism
Muse	Exogenesis: Symphony Part 2 [Cross-pollination]
Michael Bublé	Song For You [Live From Madison Square Garden]
Radiohead	Killer Cars (Live)
Ludacris	Rollout (My Business)
Marques Houston	Naked
Usher	Superstar
The Spades	Gotta Get Some
Various Artists - Delicious Vinyl	Passin' Me By
Eminem	Marshall Mathers
Zero 7	Destiny
Gang Starr	Soliloquy Of Chaos (Explicit)
Floetry	Getting Late
Ashanti	Foolish
Lupe Fiasco featuring Matt Santos	Superstar (featuring Matthew Santos) (Album Version)
Juanes	Gotas De Agua Dulce
José González	The Nest
Massive Attack	Rush Minute
José González	Fold
A Day To Remember	You Had Me @ Hello
José González	Lovestain
Eiffel 65	Blue (Da Ba Dee)
Sting	This Cowboy Song
Sugar Ray feat. Super Cat	Fly (Remastered LP Version)
Guns N' Roses	Get In The Ring
Weezer	Buddy Holly
Weezer	Island In The Sun
U2	Window In The Skies
Cat Stevens	Moonshadow
Weezer	Troublemaker
U2	Mysterious Ways
Weezer	Photograph
U2	I Still Haven't Found What I'm Looking For
Soda Stereo	Entre Canibales
Soda Stereo	En La Ciudad De La Furia
Yölintu	Yön hetket
Soda Stereo	Cuando Pase El Temblor
Weezer	The World Has Turned And Left Me Here
Cage The Elephant	Free Love
The Temper Trap	Soldier On
Josh Turner	Lord Have Mercy On A Country Boy
Josh Turner	Angels Fall Sometimes
Days Of The New	How Do You Know You?
Metric	Satellite Mind
Metric	Twilight Galaxy
The Temper Trap	Down River
Darius Rucker	Don't Think I Don't Think About It
Coldplay	High Speed
Vampire Weekend	Bryn (Album)
Michael Bublé	The More I See You (Album Version)
Death Cab for Cutie	Long Division (Album Version)
Metric	The List
Vampire Weekend	Cousins
Melodium	Flacana 16
Vampire Weekend	Walcott (Album)
Phoenix	Armistice
Metric	Too Little Too Late
Phoenix	Rally
Modest Mouse	The World At Large
Sting	Roxanne
Eminem	Hello
Green Day	21 Guns [feat. Green Day & The Cast Of American Idiot] (Album Version)
Shakira	Tú
Southside Spinners	Luvstruck
Apocalyptica	Refuse / Resist
Juvenile / Mannie Fresh / Lil Wayne	Back That Azz Up
Smokey Robinson & The Miracles	I Second That Emotion
Lil Scrappy	Lord Have Mercy (Amended Version)
P.O.D.	Goodbye For Now (Album Version)
Pixies	Velouria
Brand New	Me vs. Maradona vs. Elvis
Brand New	Jude Law and a Semester Abroad
The Black Keys	Grown So Ugly
The Black Keys	10 A.M. Automatic
The Black Keys	The Lengths
Modest Mouse	Blame It On The Tetons
The Black Keys	Till I Get My Way
Brand New	Sic Transit Gloria ... Glory Fades
The Black Keys	Keep Me
The Strokes	Is This It
Brand New	You Won't Know
The Kooks	She Moves In Her Own Way
Band Of Horses	Our Swords (Soundtrack Version)
Phoenix	Rome
Modest Mouse	Satin In A Coffin
Justin Timberlake	LoveStoned/I Think She Knows
Justin Timberlake	Let's Take A Ride
The All-American Rejects	Drive Away
Coldplay	Glass Of Water
Britney Spears	Everytime
The All-American Rejects	Your Star
N.E.R.D.	Rock Star
Kanye West	Say You Will
Lily Allen	Kabul Shit
Amy Winehouse	He Can Only Hold Her
Black Eyed Peas	Sexy
Enrique Iglesias	No Llores Por Mi
Camila	Abrazame
Enrique Iglesias	Escape
Juanes	Tu Guardian
Enrique Iglesias	Bailamos
Enrique Iglesias	I Have Always Loved You
Aventura	Dile al amor
Shakira	Si Te Vas
Massive Attack	Silent Spring
John Legend	Save Room
John Legend	P.D.A. (We Just Don't Care)
Enrique Iglesias	Addicted
Miami Horror	Illumination
Easy Star All-Stars	Any Colour You Like
Garbage	Stupid Girl
The Wallflowers	One Headlight
Eminem	Rock Bottom
Blind Melon	No Rain
Iyaz	Replay
Cosmo Vitelli	Robot Soul (Radio Edit)
Prince & The Revolution	Purple Rain
AFI	This Celluloid Dream
Buffalo Springfield	For What It's Worth
3OH!3	DONTTRUSTME [BENNYBLANCOREMIX] FEATURINGKIDCUDI (Explicit Bonus Version)
Two Door Cinema Club	Undercover Martyn
Audioslave	Revelations
Eminem	Any Man
Two Door Cinema Club	I Can Talk
Fall Out Boy	The Carpal Tunnel Of Love
SOJA	You Dont Know Me
Maroon 5	The Way You Look Tonight
Jason Mraz	I'm Yours (Album Version)
Radiohead	I Can't
Beyoncé	Irreplaceable
Lily Allen	Fag Hag
Radiohead	Lurgee
Radiohead	Pearly
Lily Allen	Him
Lily Allen	The Fear
Radiohead	How Do You?
Radiohead	Life In A Glasshouse (Full Length Version)
Radiohead	Million Dollar Question
Ice Cube	It Was A Good Day
Passion Pit	Sleepyhead
Soltero	Songs Of The Season
Hot Chip	Ready For The Floor (Album Version)
Metric	Patriach On A Vespa
Zero 7	Somersault (Album Version)
The Beastie Boys	Hold It Now_ Hit It
Amos Lee	All My Friends
Cat Stevens	Morning Has Broken
Bon Jovi	Wild In The Streets
Amos Lee	Black River
Amy Winehouse	Back To Black
Eric Hutchinson	Rock & Roll (Album Version)
Boyz II Men	I'll Make Love To You
DJ Khaled	All I Do Is Win (feat. T-Pain_ Ludacris_ Snoop Dogg & Rick Ross)
Amos Lee	Sweet Pea
Eminem	Steve Berman
Beirut	Guyamas Sonora
Metric	Gimme Sympathy
Iron And Wine	House By the Sea (Album)
the bird and the bee	Lifespan Of A Fly
the bird and the bee	You're A Cad
the bird and the bee	Baby
the bird and the bee	What's In The Middle
Iron And Wine	White Tooth Man (Album)
Man Man	Black Mission Goggles
Iron And Wine	Innocent Bones (Album)
Iron And Wine	Pagan Angel and a Borrowed Car (Album)
Soltero	Acadian Coast
the bird and the bee	Again & Again
the bird and the bee	Diamond Dave
Soltero	From The Station
the bird and the bee	My Love
Iron And Wine	Naked As We Can
Iron And Wine	Lovesong of the Buzzard (Album)
Iron And Wine	Peace Beneath the City (Album)
the bird and the bee	Ray Gun
the bird and the bee	Love Letter To Japan
Iron And Wine	Carousel (Album)
The Notorious B.I.G.	Can I Get Witcha (Featuring Lil' Cease)(Album Version)
Black Eyed Peas	Rockin To The Beat
Rise Against	Amber Changing
Frightened Rabbit	The Final Incident
Frightened Rabbit	Not Miserable
Frightened Rabbit	The Twist
Frightened Rabbit	Poke
Frightened Rabbit	Living In Colour
Bullet For My Valentine	Road To Nowhere
Frightened Rabbit	The Wrestle
Frightened Rabbit	Man/Bag Of Sand
Frightened Rabbit	Skip The Youth
LCD Soundsystem	Yr City's A Sucker
Frightened Rabbit	Swim Until You Cant See Land
Frightened Rabbit	I Feel Better
Crystal Castles	Fainting Spells
Crystal Castles	Vietnam
Days Of The New	Where I Stand
Gorillaz	Dracula
Jack Johnson	Breakdown
Binary Star	Slang Blade
Zero 7	In The Waiting Line
Cage The Elephant	In One Ear
Kanye West	Through The Wire
OneRepublic	Marchin On
Creedence Clearwater Revival	Long As I Can See The Light
Fleet Foxes	Heard Them Stirring
Creedence Clearwater Revival	Run Through The Jungle
Creedence Clearwater Revival	Midnight Special
Fleet Foxes	Meadowlarks
Fleet Foxes	Tiger Mountain Peasant Song
Fleet Foxes	Your Protector
Fleet Foxes	White Winter Hymnal
Creedence Clearwater Revival	I Heard It Through The Grapevine
Fleet Foxes	Quiet Houses
Creedence Clearwater Revival	Proud Mary
Queens Of The Stone Age	God Is On The Radio
Fleet Foxes	Oliver James
Fleet Foxes	He Doesn't Know Why
Creedence Clearwater Revival	Good Golly Miss Molly
Soundgarden	Outshined
Nightwish	Angels Fall First
Mya	Case Of The Ex (Whatcha Gonna Do)
Beyoncé	Speechless
Beyoncé	Yes
Creedence Clearwater Revival	Pagan Baby
Beyoncé	Honesty
Usher	Confessions
Aaliyah	One In A Million
Beyoncé feat. Jay-Z	That's How You Like It
Lykke Li	Tonight
Lykke Li	Melodies & Desires
Lykke Li	Time Flies
Lykke Li	Hanging High
The Bonzo Dog Band	Alley Oop (Girls Version) (2007 Digital Remaster)
Lykke Li	Little Bit [CSS Remix]
Spandau Ballet	True
Prince	I Wanna Be Your Lover (LP Version)
Lykke Li	Window Blues
Lykke Li	Let It Fall
Lykke Li	I'm Good_ I'm Gone
Flyleaf	Cassie
Nirvana	Drain You
Flyleaf	Fully Alive
Paramore	My Heart (Album Version)
All Time Low	Lost In Stereo
Second Hand Serenade	Maybe
Hollywood Undead	This Love_ This Hate
Hollywood Undead	California
Escape The Fate	Situations
Arctic Monkeys	Fake Tales Of San Francisco
Arctic Monkeys	A Certain Romance
Arctic Monkeys	Mardy Bum
Arctic Monkeys	Riot Van
The Cure	Boys Don't Cry
matchbox twenty	All Your Reasons (Album Version)
Boston	Amanda
John Mellencamp	Jack & Diane
Boston	Peace Of Mind
The All-American Rejects	Why Worry
matchbox twenty	Kody  (LP Version)
Boston	More Than A Feeling
Tom Petty And The Heartbreakers	Don't Come Around Here No More
Justin Timberlake	Medley: Summer Love/Set The Mood (Prelude)
Tom Petty And The Heartbreakers	Here Comes My Girl
Boston	Foreplay/Long Time
matchbox twenty	Bent (LP Version)
matchbox twenty	If You're Gone (Remastered Version)
matchbox twenty	Can't Let You Go (Album Version)
matchbox twenty	Shame (LP Version)
matchbox twenty	Back 2 Good (LP Version)
Eminem	Ricky Ticky Toc
Eminem	Love You More
Sting	Brand New Day
Fall Out Boy	Grand Theft Autumn/Where Is Your Boy (Album Version)
3 Doors Down	Loser
Fall Out Boy	Hum Hallelujah
AFI	Girl's Not Grey
Tears For Fears	Mothers Talk
Anberlin	Paperthin Hymn
The Black Keys	No Fun
Owl City	The Tip Of The Iceberg
Justice	B.E.A.T. [Extended]
Brandon Heath	Give Me Your Eyes
Owl City	Tidal Wave
Sonic Youth	Youth Against Fascism
The Kooks	Crazy
Lily Allen	Smile (Gutter Mix)
The Buggles	Video Killed The Radio Star
Lily Allen	Smile Version Revisited (Mark Ronson Remix) (Explicit)
Jack Johnson	Belle
Jack Johnson	Situations
Jack Johnson	Crying Shame
Jack Johnson / Matt Costa	Lullaby
Kid Cudi	Day 'N' Nite
Jack Johnson	Staple It Together
Train	Getaway
Train	Meet Virginia
Train	Shelter Me
Joshua Radin	Everything'll Be Alright (Will's Lullaby)
Train	You Already Know
Audioslave	Wide Awake
Train	Parachute
Taylor Swift	I'm Only Me When I'm With You
Kelly Clarkson	Cry
Snow Patrol	If There's a Rocket Tie Me To It
Metric	Love Is A Place
Taylor Swift	Tied Together With A Smile
Skillet	The Last Night (Album Version)
Sonny Boy Williamson	Don't Start Me Talkin'
Jack Johnson	Same Girl
Andrew Bird	Tenuousness
Jack Johnson	Enemy
Skillet	Awake and Alive (Album Version)
The All-American Rejects	One More Sad Song
Skream	Tapped
A Fine Frenzy	Ashes And Wine
Radiohead	Let Down
Three Days Grace	Home
Taylor Swift	The Outside
Skillet	Whispers In The Dark (Radio Edit)
Skillet	Falling Inside The Black (Album Version)
Jack Johnson	People Watching
Skillet	One Day Too Late (Album Version)
Joyce Cooling	It's Time I Go (Jazz)
Skillet	Comatose (Comes Alive Version)
The All-American Rejects	Happy Endings
Mayday Parade	Ocean And Atlantic (Album)
Skillet	Lucy (Album Version)
Kelly Clarkson	Since U Been Gone
Jack Johnson	Sleep Through The Static
Skillet	Comatose (Album Version)
Skillet	Believe (Album Version)
Michael Bublé	White Christmas (Album Version)
Snow Patrol	In My Arms
Skillet	Cycle Down (Album Version)
Taylor Swift	Untouchable
Mayday Parade	You Be The Anchor That Keeps My Feet On The Ground_ I'll Be The Wings That Keep Your Heart In The Clouds (Album)
Three Days Grace	Scared
Skillet	Say Goodbye (Album Version)
Mayday Parade	Walk On Water Or Drown (Album)
A Fine Frenzy	You Picked Me
Evanescence	Tourniquet
The All-American Rejects	Change Your Mind
Taylor Swift	Crazier
Lily Allen	Never Gonna Happen
Mayday Parade	Take This To Heart (Album)
Three Days Grace	Just Like You
Train	Counting Airplanes
Band Of Horses	Ode to LRC (Album)
Band Of Horses	Laredo
Radiohead	Bones
LMFAO	I'm In Miami Trick
Interpol	Evil
Modest Mouse	Invisible
Yeasayer	I Remember
T.I.	Dead And Gone [feat. Justin Timberlake] (Explicit Album Version)
Alice In Chains	Rooster
Orishas	A Lo Cubano
DMX	What's My Name
Beastie Boys	Intergalactic
Skillet	A Little More (Album Version)
The Police	One World (Not Three)
Anberlin	Hello Alone
Brand New	Limousine
Skillet	Savior (Comes Alive Version)
Brand New	Untitled
Skillet	Yours To Hold (Album Version)
Anberlin	Blame Me! Blame Me!
Royksopp	True To Life
Brand New	Sowing Season (Yeah)
Jason Mraz	Kickin' With You (Soundtrack Version)
Brand New	Play Crack the Sky
A Fine Frenzy	Last Of Days
Anberlin	The Feel Good Drag
Skillet	Energy (Album Version)
Andres Calamaro	El Novio Del Olvido
Luis Miguel	Amarte Es Un Placer
Common	The Light
Creedence Clearwater Revival	Molina
Creedence Clearwater Revival	I Put A Spell On You
Hollywood Undead	No. 5
AFI	The Leaving Song Pt. II
Slipknot	Duality (Album Version)
Linkin Park	My December
Disturbed	Shout (Album Version)
Dr. Dre / Eminem	Forgot About Dre
Metallica	Fade To Black
Hollywood Undead	The Diary
Metallica	The Unforgiven II
Hollywood Undead	Pimpin'
Hollywood Undead	Bottle And A Gun
Hollywood Undead	Young
Linkin Park	Lying From You (Album Version)
The Killers	Show You How
The Black Keys	All Hands Against His Own
Lady & Bird	Chelsea Burns (Live In Reykjavik 2008)
La Roux	Quicksand
Lupe Fiasco	The Cool (Amended Album Version)
Young Money	Roger That
Bon Jovi	Misunderstood
Bryan Adams	Please Forgive Me
Miranda Lambert	There's A Wall
Nickelback	Too Bad
Bon Jovi	Why Aren't You Dead?
Nickelback	We Will Rock You
Bon Jovi	Bounce
Radiohead	I Will (Los Angeles Version)
Guns N' Roses	Nightrain
Darius Rucker	Be Wary Of A Woman
The Temper Trap	Fader
Blink-182	Feeling This
Local Natives	Airplanes
AFI	Love Like Winter
Two Door Cinema Club	You Are Not Stubborn
The Prodigy	The Big Gundown
Darius Rucker	Learn To Live
Buckcherry	Sorry (Album Version)
Justin Bieber / Jessica Jarrell	Overboard
Eric Church	These Boots
Darius Rucker	I'm Glad Your Mine
Taylor Swift	Come In With The Rain
Katy Perry	Thinking Of You
Justin Bieber	Bigger
Sugarland	Tennessee
Eric Church	What I Almost Was
Bon Jovi	Diamond Ring
Radiohead	Sail To The Moon
The Smiths	Panic
Miike Snow	Burial
Miike Snow	Black & Blue
Miike Snow	Song For No One
Vampire Weekend	Campus (Album)
Miike Snow	Silvia
Two Door Cinema Club	Do You Want It All ?
Miike Snow	Animal
Vampire Weekend	M79 (Album)
Two Door Cinema Club	Something Good Can Work
Two Door Cinema Club	Eat That Up_ It's Good For You
Two Door Cinema Club	Come Back Home
La Roux	In for the Kill (Lifelike Remix)
Chromeo	Call Me Up
Feist	My moon my man (Grizzy Bear Remix)
Carpenters	Yesterday Once More
Lady GaGa	Again Again
Jonas Brothers	Year 3000
Creedence Clearwater Revival	The Midnight Special
Kanye West	Family Business
Alice In Chains	Them Bones
Bread	If
The All-American Rejects	Mona Lisa (When The World Comes Down)
Cat Stevens	King Of Trees
Max Richter	The Blue Notebooks
Air France	Karibien
Cat Stevens	Another Saturday Night
Air France	Maundy Thursday
Cat Stevens	Sitting
Cake	Rock 'n' Roll Lifestyle
Air France	No Excuses
Cat Stevens	Lady D'Arbanville
Air France	Beach Party
Boom Bip	From Left To Right
Cat Stevens	Tea For The Tillerman
Explosions In The Sky	Catastrophe And The Cure
Cat Stevens	Pop Star
Max Richter	Old Song
Cat Stevens	I Wish_ I Wish
Cat Stevens	Child For A Day
Explosions In The Sky	So Long_ Lonesome
Explosions In The Sky	First Breath After Coma
Cat Stevens	Portobello Road
Air France	June Evenings
Cat Stevens	A Bad Penny
Cat Stevens	The First Cut Is The Deepest
Air France	Never Content
Four Tet	No More Mosquitoes
The Strokes	Between Love & Hate
Air France	No Way Down
Cat Stevens	Bitterblue
Tycho	The Disconnect
Ulrich Schnauss	On My Own
Max Richter	Untitled (Figures)
Creedence Clearwater Revival	Green River
Rise Against	Life Less Frightening
Rise Against	The Strength To Go On
Disturbed	Forgiven (Album Version)
Rise Against	Injection
Disturbed	Conflict (Album Version)
Disturbed	Guarded (Album Version)
Rise Against	Hero Of War
Rise Against	Roadside
Disturbed	Just Stop (Album Version)
Rise Against	Behind Closed Doors
Rise Against	Swing Life Away
Rise Against	Paper Wings
Rise Against	The Dirt Whispered
Rise Against	Blood To Bleed
Disturbed	Meaning Of Life (Album Version)
Rise Against	Voices Off Camera
Pixies	Is She Weird
Drowning Pool	Love & War
Bullet For My Valentine	Waking The Demon
Sick Puppies	Rip Tide
Sick Puppies	My World
Incubus	Dig
Silversun Pickups	Panic Switch (UK edit)
matchbox twenty	How Far We've Come (Album Version)
Sick Puppies	Anywhere But Here
Shinedown	Sound Of Madness (Album Version)
Rise Against	But Tonight We Dance
CKY	Dressed In Decay
Avril Lavigne	Keep Holding On
Evanescence	Weight of the World
Snow Patrol	Crack The Shutters
Rise Against	Long Forgotten Sons
CKY	Familiar Realm
Lifehouse	All That I'm Asking For
Bullet For My Valentine	Tears Don't Fall
Rise Against	Audience Of One
Train	Ordinary
Ludacris / Nate Dogg	Area Codes
Usher	There Goes My Baby
The Strokes	The Modern Age
The White Stripes	Good To Me
LMFAO	I Shake_ I Move
Eminem / Dr. Dre	Say What You Say
Eminem / Dr. Dre / 50 Cent	Crack A Bottle
Phoenix	Holdin' On Together
Eminem	Bagpipes From Baghdad
Eminem	FACK
Eminem	As The World Turns
LMFAO	What Happens At The Party
Eminem	If I Had
3 Doors Down	Here By Me
Eminem	Still Don't Give A Fuck
50 Cent	P.I.M.P.
Dierks Bentley	What Was I Thinkin'
DUNCAN SHEIK	Barely Breathing (LP Version)
Aerosmith	Crazy
Aerosmith	Dude (Looks Like A Lady)
Kollaa Kestää	Musti Sotakoira (2007 Digital Remaster)
Guns N' Roses	It's So Easy
Guns N' Roses	My Michelle
Amy Winehouse	Cupid
Amy Winehouse	Help Yourself
Starflyer 59	When You Feel The Mess
Amy Winehouse	Stronger Than Me
LMFAO / Lil Jon	Shots
Beyoncé	Work It Out
Kings Of Leon	Trunk
Camila	Coleccionista De Canciones  (Version Acustica)
Lily Allen	Smile
Camila	Besame
LMFAO	I'm In Miami Bitch
Amy Winehouse	Wake Up Alone
Foo Fighters	On The Mend
Beyoncé	Broken-Hearted Girl
Kanye West / T-Pain	Good Life
Foo Fighters	Another Round
The Shins	Sleeping Lessons (Album)
Dwight Yoakam	Pocket Of A Clown (2006 Remastered LP Version)
Michael Jackson	The Way You Make Me Feel
The Black Keys	240 Years Before Your Time
The Black Keys	Everywhere I Go
Faith No More	Woodpecker From Mars
Kings Of Leon	Molly's Chambers
Dr. Dre / Thomas Chong / Mary J. Blige / Rell	The Message/ Outro
Jill Scott	Whenever You're Around feat. George Duke
Lady GaGa	Disco Heaven
The Notorious B.I.G.	Hypnotize(Album Version)
Foals	Dearth
Beirut	Nantes
Eric Prydz	Call On Me
Feist	Sealion
Local Natives	Wide Eyes
Local Natives	Warning Sign
Local Natives	Stranger Things
Feist	Mushaboom
Local Natives	Who Knows Who Cares
Local Natives	World News
Passion Pit	Smile Upon Me
The Strokes	Killing Lies
John Mayer	Good Love Is On The Way
Jack Johnson	The Cove
Stars	Take Me To The Riot
Jimi Hendrix	All Along The Watchtower
Snow Patrol	Signal Fire
Blind Melon	Sleepyhouse
Alexi Murdoch	Orange Sky
John Mayer	Wait Until Tomorrow
John Mayer	Everyday I Have The Blues
Red Hot Chili Peppers	Snow [Hey Oh] (Album Version)
LCD Soundsystem	Oh You (Christmas Blues)
John Mayer	Who Did You Think I Was
John Mayer	War Of My Life
My Chemical Romance	Helena (So Long & Goodnight) (Album Version)
Incubus	Oil And Water
Elliott Smith	Angeles
The Killers	Where The White Boys Dance
Snow Patrol	Make This Go On Forever
Dispatch	The General
Queens Of The Stone Age	Go With The Flow
Death Cab for Cutie	Transatlanticism
Morcheeba	Big Calm
Muse	United States Of Eurasia [+Collateral Damage]
Maroon 5	Little Of Your Time
Incubus	Drive
Muse	New Born
John Mayer	Out Of My Mind
Alexi Murdoch	The Ragged Sea
Kings Of Leon	Be Somebody
John Mayer	Come When I Call
Muse	Sunburn
Muse	Space Dementia
James Blunt	Annie (Album Version)
Cat Power	The Moon
Andrew Bird	Fiery Crash
Rilo Kiley	The Absence Of God (Album Version)
Cat Power	Where Is My Love
Tom Petty	You Don't Know How It Feels (Album Version)
Radiohead	Lewis (Mistreated)
Gorillaz	Clint Eastwood (Explicit)
Muse	Uno [Live]
Gorillaz	Feel Good Inc (Album Version)
Andrew Bird	Dark Matter
Muse	Muscle Museum (Soulwax Remix)
Soltero	Step Through The Door
Coldplay	Moses (Live In Sydney)
Foals	Olympic Airways
Foals	Heavy Water
Yeah Yeah Yeahs	Down Boy
Ratatat	Tropicana
Ratatat	Tacobel Canon
The Black Keys	Never Gonna Give You Up
Ratatat	Nostrand
Yeah Yeah Yeahs	Skeletons
Foals	Tron
The Shins	Red Rabbits (Album)
Camera Obscura	Come Back Margaret
Ratatat	Kennedy
The Shins	Sea Legs (Album)
Yeah Yeah Yeahs	Dull Life
Ratatat	Gettysburg
Metric	Poster Of A Girl
The Shins	Turn On Me (Album)
The Shins	Black Wave (Album)
The Decemberists	The Bachelor and the Bride
The Shins	A Comet Appears (Album)
Ratatat	Mirando
Ratatat	Bird-Priest
Derek Webb	Please_ Before I Go
The Shins	Spilt Needles (Album)
The Shins	Girl Sailor (Album)
the bird and the bee	Polite Dance Song
The Shins	Phantom Limb (Album)
The Shins	Australia (Album)
Yeah Yeah Yeahs	Deja Vu
Ratatat	Swisha
Ratatat	Montanita
Foals	The French Open
Ratatat	Shempi
Metric	Hustle Rose
Paramore	We Are Broken (Album Version)
Damien Rice	Volcano
Kings Of Leon	Knocked Up
Joe Nichols	Talk Me Out Of Tampa
Brand New	Guernica
The Notorious B.I.G.	Another (Featuring Lil' Kim) (Amended Version)
Brand New	Jaws Theme Swimming
Lifehouse	Stanley Climbfall
Nickelback	Burn It To The Ground (Album Version)
Lifehouse	Quasimodo
Lifehouse	Wash
Kid Rock	All Summer Long (Album Version)
Lifehouse	Crash And Burn
Daddy Yankee	Ella Me Levanto
Andrés Cepeda	Embrujo
Jill Scott	Epiphany
Don Omar	Virtual Diva
