artist	title
Regina Spektor	The Calculation (Album Version)
Throw Rag	Mission's Message
Less Than Jake	Surrender (Album Version)
Cirrus	Breakbeat Suckers
Ben Folds	The Ascent Of Stan
Death Cab for Cutie	No Sunlight (Album Version)
Death Cab for Cutie	A Lack Of Color (Album Version)
Florence + The Machine	Bird Song
Nirvana	You Know You're Right
Brad Paisley	She's Everything
Ayo	Without You
Leona Lewis	Yesterday
Dashboard Confessional	Screaming Infidelities
Maná	Arde el cielo
Paramore	Hallelujah (Album Version)
Kings Of Convenience	Surprise Ice
Bebel Gilberto	Aganju (Spriritual South Sub Rub)
Paramore	When It Rains (Album Version)
Jane's Addiction	Been Caught Stealing ( LP Version )
Era	Impera
Kings Of Convenience	Parallel Lines
Kings Of Convenience	Renegade
Arcade Fire	Neighborhood #3 (Power Out)
The Wallflowers	Sidewalk Annie
Breaking Benjamin	The Diary Of Jane (Acoustic)
Maná	Dejame entrar (En vivo )
Arcade Fire	Neighborhood #1 (Tunnels)
Carpenters	Please Mr. Postman
Paramore	Conspiracy (Album Version)
Arcade Fire	Black Mirror
Kings Of Convenience	Power Of Not Knowing
Dashboard Confessional	Bend And Not Break
Third Eye Blind	Can't Get Away (2006 Remastered LP Version)
Jane's Addiction	True Nature
Kings Of Convenience	I Don't Know What I Can Save You From
Lifehouse	Smoke & Mirrors
Thousand Foot Krutch	The Part That Hurts The Most (Is Me)
Platero Y Tu	Imanol
Ulrich Schnauss	Goodbye
The Prodigy	Run With the Wolves
Airbourne	Fat City
Iron Maiden	Run To The Hills (1998 Digital Remaster)
Nine Inch Nails	Only
Dashboard Confessional	Again I Go Unnoticed
Horse Feathers	Hardwood Pews
Midnight Oil	Beds Are Burning
Muse	Map Of The Problematique
The Tallest Man On Earth	The Wild Hunt
The Tallest Man On Earth	King of Spain
Arcade Fire	Crown Of Love
Arcade Fire	No Cars Go
Horse Feathers	Mother's Sick
Breaking Benjamin	You Fight Me
Paramore	Emergency (Album Version)
El Arrebato	Quiero Quererte Querer
Vampire Weekend	California English
Creedence Clearwater Revival	Have You Ever Seen The Rain
Kings Of Convenience	Leaning Against The Wall
Iron & Wine	Jezebel
Vampire Weekend	Run
Love Of Lesbian	Me Amo
Dazz Band	Let It Whip
Pendulum	Blood sugar
Architecture In Helsinki	Feather in a Baseball Cap
Prodigy	Breathe
Pendulum	The Other Side (album version)
A Perfect Circle	The Hollow
Paramore	Here We Go Again (Album Version)
Arcade Fire	Intervention
Looking Glass	Brandy (You're A Fine Girl)
Arcade Fire	My Heart Is An Apple
Nine Inch Nails	Something I Can Never Have
OneRepublic	Mercy
Muse	Unnatural Selection
Local Natives	Cards & Quarters
Incubus	Nice To Know You
Alesana	A Siren's Soliloquy
Arcade Fire	Neon Bible
Muse	Butterflies and Hurricanes
Kings Of Convenience	Failure
Suicidal Tendencies	Go Skate! (Possessed To Skate '97)
Paramore	Let The Flames Begin (Album Version)
Paramore	Stop This Song (Love Sick Melody) (Bonus Version)
Paramore	Whoa (Album Version)
Birdy Nam Nam	L'interlude de Qualité
Pendulum	Slam
Pendulum	Propane Nightmares
RJD2	A Beautiful Mine
The Prodigy	Poison
50 Cent	I Get Money
Mayday Parade	When I Get Home You're So Dead (New Version) (Album)
Streetlight Manifesto	Keasbey Nights (LP Version)
Johnny Winter	It's My Own Fault
Sean Paul	Temperature (Album Version)
Sugar Pie DeSanto	Soulful Dress
Nine Inch Nails	Wish
Angels and Airwaves	Love Like Rockets
Leona Lewis	Forgive Me
BK-One	A Days Work (feat. P.O.S)
Dead Kennedys	Trust Your Mechanic
Toby Keith	As Good As I Once Was
Reality Check	Masquerade (Reality Check Album Version)
Casiotone For The Painfully Alone	Hot Boyz (w/ Dear Nora)
New Found Glory	Don't Let Her Pull You Down
The Avett Brothers	January Wedding
The Avett Brothers	Head Full Of Doubt/Road Full Of Promise
The Avett Brothers	I And Love And You
Josh Turner	Baby_ I Go Crazy
Atlantic Starr	Always
The Avett Brothers	Incomplete And Insecure
The Avett Brothers	It Goes On And On
Tycho	The Daydream
59 Times the Pain	Found Home
Dead Kennedys	Too Drunk to Fuck
The Avett Brothers	The Ballad Of Love And Hate
The Avett Brothers	The Perfect Space
Blake Shelton	Ol' Red (Album Version)
The Avett Brothers	Laundry Room
The Avett Brothers	And It Spread
Jill Scott	Breathe
The Avett Brothers	Slight Figure Of Speech
Josh Turner	I Wouldn't Be A Man
Green Day	Jesus Of Suburbia [I. Jesus Of Suburbia/II. City Of The Damned/III. I Don't Care/IV. Dearly Beloved/V. Tales Of Another Broken Home] [feat. Green Day & The Cast Of American Idiot] (Album Version)
Yung Joc	Dope Boy Magic [Feat. Nicholas "Play Boy Nick" Smith_ Corey "Black Owned C Bone" Andrews and Chino Dolla] [Amended Album Version]
Foreigner	Tramontane [Instrumental]
Max Richter	Vladimir's Blues
Zac Brown Band	Highway 20 Ride (Album)
Kid Cudi	Up Up & Away
Josh Turner	So Not My Baby
Cassie	Kiss Me (Album Version)
Toby Keith	Whiskey Girl
Keyshia Cole	Was It Worth It?
Jonny Lang	Only A Man
Eric Clapton	Layla [Unplugged Version]
James Blunt	Billy (Album Version)
Jack Johnson	Angel
Ennio Morricone	Giocoso gioioso
Usher Featuring The Nu Beginning	Dream Girl
Violent Femmes	Add It Up
Jack Johnson	Taylor
Something Corporate	Konstantine
Okkervil River	So Come Back_ I Am Waiting
James Taylor	Something In The Way She Moves
Marisa Monte	O Rio
Jack's Mannequin	Bruised (Snakes Remix)
Dead Kennedys	Dead End
Jack's Mannequin	Spinning (Album Version)
Britt Nicole	Hanging On
Sanctus Real	The Fight Song
Steely Dan	Reelin' In The Years
My Chemical Romance	I'm Not Okay (I Promise) (Live From Sessions@AOL)
Art Pepper	Pepper Returns
Bread	Make It With You (LP Version)
My Chemical Romance	The Jetset Life Is Gonna Kill You (Album Version)
My Chemical Romance	The Ghost Of You (Album Version)
Panic! At The Disco	Build God_ Then We'll Talk (Album Version)
Steely Dan	Rikki Don't Lose That Number
Jack's Mannequin	Miss Delaney (Album Version)
My Chemical Romance	Thank You For The Venom (Album Version)
John Mayer	Perfectly Lonely
Counting Crows / Vanessa Carlton	Big Yellow Taxi
John Mayer	Waiting On The World To Change
New Order	True Faith
Steely Dan	Aja
Snow Patrol	Hands Open
Bobby McFerrin	Don't Worry Be Happy
Bread	Aubrey (LP Version)
Marvin Gaye	Let's Get It On
Procol Harum	A Whiter Shade Of Pale
India.Arie	Video
Pixies	Hey
Josh Groban	Remember When It Rained (Revised Live Version)
Enya	March Of The Celts
Nick Drake	Tomorrow Is A Long Time
Jay-Z	Dirt Off Your Shoulder
Alesana	Tilting The Hourglass
3 Doors Down	When I'm Gone
Wu-Tang Clan featuring CappaDonna	Triumph
The Police	Invisible Sun
Deana Carter	Strawberry Wine
Kanye West / GLC / Consequence	Spaceship
JoJo	Weak
Darius Rucker	History In The Making
Kanye West	Flashing Lights
Sexion d'Assaut	Désolé
Vampire Weekend	Giving Up The Gun
The Oak Ridge Boys	Little Annie's Christmas Wish
Passion Pit	Sleepyhead
C.V. Jørgensen	Pak Dit Grej (1998 Digital Remaster)
Revl9n	Someone Like You
Vampire Weekend	Taxi Cab
A Tribe Called Quest	Find A Way
Modern English	I Melt With You
The Futureheads	Skip To The End
Belanova	Me Pregunto
The Jacksons	Blame It On The Boogie
Linkin Park	What I've Done (Album Version)
Vaya Con Dios	What's A Woman
The Smiths	The Boy With The Thorn In His Side
Flobots / Matt Morris	Infatuation
Celtic Woman	The Soft Goodbye
The Red Jumpsuit Apparatus	Face Down (Album Version)
Los Lobos	La Bamba
Huey Lewis And The News	The Power Of Love
Tiësto & Sneaky Sound System	I Will Be Here
Huey Lewis And The News	Stuck With You
Johnny Hates Jazz	Shattered Dreams
Europe	The Final Countdown
Young Money / Shawt Dawg	Pass The Dutch
Nickel Creek	In The House Of Tom Bombadil
The Police	Message In A Bottle
Nickel Creek	Sweet Afton
Nickel Creek	When You Come Back Down
Godsmack	I Stand Alone
Erasure	Take A Chance On Me
Snoop Dogg	Sexual Eruption
Shwayze	Don't Be Shy
Tevin Campbell	Can We Talk (Album Version)
Metallica / Marianne Faithfull	The Memory Remains
Ying Yang Twins ft. Pitbull	Shake
Tom Petty	Yer So Bad
Randy Houser	Boots On
Laura Pausini	Strani Amori
Rock Kills Kid	Back To Life (Album Version)
Metallica	Ride The Lightning
Paris Combo	Prête A Porter
Josh Turner	Another Try
So Many Dynamos	Oh_ The Devastation
Chris Cagle	Chicks Dig It
The Cranberries	Animal Instinct
The Cranberries	Wake Up And Smell The Coffee
Thalia	No Me Ensenaste
Creed	Weathered
Ennio Morricone	Le Fotografie
Modern Lovers	Modern world
U2	Hold Me_ Thrill Me_ Kiss Me_ Kill Me
Rihanna / will.i.am	Photographs
Angels Of Light & Akron/Family	Oceanside
Cartola	Verde Que Te Quero Rosa
Madeleine Peyroux	Dance Me To The End Of Love
Ólafur Arnalds	0040
Metric	Help I'm Alive
The Northern Pikes	Girl With a Problem
Judy Cheeks	So In Love (The Real Deal) (Frankie Foncett Vocal Mix)
Irene Cara	What A Feeling
Chris Bathgate	Coda
Postal Service	We Will Become Silhouettes (Album)
Camila	Me Da Igual
Emil Gilels/Orchestre de la Société des Concerts du Conservatoire/André Cluytens	Piano Concerto No. 2 in G minor Op. 22 (2006 Digital Remaster): III.  Presto
NOFX	All Outta Angst
Pharrell	Angel (Radio Version) (Edited Album Version)
Line Renaud	Le Soir
Bloodhound Gang	The Bad Touch
The Killers	All These Things That I've Done
Blink-182	Always
NOFX	Monosyllabic Girl
Quantic	Long Road Ahead
Salt-N-Pepa	Push It
NOFX	Dinosaurs Will Die
Irish Tenors	Danny Boy
Dolly Parton	In The Sweet By And By
Linkin Park	Shadow Of The Day (Album Version)
David Bowie	Sorrow (1997 Digital Remaster)
Tracy Chapman	Across The Lines (LP Version)
Aventura	Obsesion
U2	With Or Without You
Dragonforce	Through The Fire And Flames (Album Version)
Basshunter Feat. DJ Mental Theos Bazzheadz	Now You're Gone
Daddy Yankee	Pose
Modest Mouse	Fire It Up
Disturbed	Numb (Album Version)
Katy Perry	I'm Still Breathing
Calle 13 Featuring Tego Calderón	Sin Exagerar
Weezer	Pork And Beans
The Fugees	Ready Or Not
Modest Mouse	Ocean Breathes Salty
Blink-182	Violence
Cat Stevens	Wild World
The Sword	Maiden_ Mother & Crone
Eagles	On The Border (LP Version)
Franz Ferdinand	Take Me Out
Mike Posner	Cooler Than Me
Los Enanitos Verdes	Mi Primer Dia Sin Ti
Atomic Kitten	Eternal Flame (Single Version)
Alejandro Sanz	Y solo se me ocurre amarte (Unplugged)
She & Him	Why Do You Let Me Stay Here?
Carlos Vives	Dejame Entrar
Cuentos Borgeanos	Romanticótico
Days Of The New	Provider
Buckcherry	Crazy Bitch (Album Version)
Vitalic	No Fun (Rework)
Joa~o Gilberto	Samba De Una Nota So´
Rosana	Magia
The Heavy	Sixteen
Marilyn Manson	Personal Jesus
Culture Beat	Mr Vain
Kanye West / Mos Def	Drunk and Hot Girls
Deerhunter	Never Stops
Morten Breum	Domestic (feat. Nik & Jay)
Kanye West	Homecoming
Tears For Fears	Everybody Wants To Rule The World
Phoenix	Lisztomania
Serj Tankian	The Unthinking Majority (Album Version)
Ok Go	A Million Ways
Raheem Devaughn	Guess Who Loves You More
DESTRUCTION	The Alliance Of Hellhoundz
Tommy James And The Shondells	I Think We're Alone Now
Rick James	Give It To Me Baby
Colin Hay	I Just Don't Think I'll Ever Get Over You
CCCP - Fedeli Alla Linea	Aghia Sophia (2008 Digital Remaster)
Marc Anthony	Y Hubo Alguien
Pork Dukes	Bend & Flush
Blues Traveler	Hook
Seeed	What You Deserve Is What You Get (International Version)
MGMT	Of Moons_ Birds & Monsters
Erykah Badu	Bag Lady
Toni Braxton	He Wasn't Man Enough
Seeed	We Seeed
Pepper	Give It Up (LP Version)
Animal Collective	Fireworks
Klaxons	Golden Skans
Dr. Dre / Snoop Dogg	The Next Episode
A Flock Of Seagulls	I Ran
Heart	Crazy On You
The Fratellis	Henrietta
The Runaways	California Paradise
Hannah Montana	You'll Always Find Your Way Back Home
Pixie Lott	Turn it Up
Brad Paisley	Long Sermon
A Perfect Circle	A Stranger
MercyME	Bring The Rain
Broken Social Scene	Swimmers
Silverstein	Smile In Your Sleep (Album Version)
Miley Cyrus	Don't Walk Away
Calle 13	Fiesta De Locos
Eyes Set to Kill	Broken Frames
Janis Joplin Vs Medicine Head	Mercedes Benz - Remix
Alison Krauss / Union Station	Borderline
Liz Phair	Why Can't I? (Explicit)
Asking Alexandria	Alerion (feat. NO)
Slash	Crucify The Dead (featuring Ozzy Osbourne)
Asking Alexandria	A Candlelit Dinner With Inamorta (feat. NO)
Alanis Morissette	Uninvited (Album Version)
Asking Alexandria	Hey There Mr. Brooks (feat. Feat. Shawn Mike of Alesana)
Escape The Fate	The Guillotine (Album Version)
Tiro De Gracia	Bebedor
Gorillaz	Tomorrow Comes Today
Ten Years After	Three Blind Mice
Armin van Buuren	Never Say Never
Asking Alexandria	A Single Moment Of Sincerity (feat. NO)
Binary Star	Masters Of The Universe
Nickel Creek	Reasons Why
The Devil Wears Prada	Nickels Is Money Too (Album Version)
Alesana	Congratulations_ I Hate You
The Devil Wears Prada	Dez Moines
Asking Alexandria	The Final Episode (Let's Change The Channel)
A Day To Remember	I'm Made Of Wax_ Larry_ What Are You Made Of?
The Fray	You Found Me
Michael Jackson	Rockin' Robin
John Mayer	Why Georgia
Yeah Yeah Yeahs	Runaway
Asking Alexandria	If You Cant Ride Two Horses At Once&You Should Get Out Of The Circus (feat. NO)
Yeah Yeah Yeahs	Dragon Queen
Yeah Yeah Yeahs	Shame And Fortune
Live	Waitress
Blackalicious	Blazing Arrow
A Perfect Circle	Magdalena
Matt Wertz	Sweetness In Starlight
New Found Glory	It's Not Your Fault
Lifehouse	Had Enough
Atmosphere	Puppets
Broken Social Scene	Sentimental X's
New Found Glory	My Friends Over You
Damian Marley	Welcome To Jamrock
Red Hot Chili Peppers	Fortune Faded (Album Version)
Corinne Bailey Rae	Butterfly
Metric	Gold Guns Girls
Porcupine Tree	Lazarus (Album Version)
Maximo Park	Parisian Skies
The Magic Numbers	Take A Chance
Beyoncé	Freakum Dress
A Perfect Circle	Sleeping Beauty
Mae	The Sun And The Moon
Beyoncé	Get Me Bodied
The Knife	Like A Pen
Ok Go	Do What You Want
Imogen Heap	Just For Now
Devotchka	How It Ends (Album version)
Andres Calamaro	El Cantante
Beyoncé	Green Light
Gino Vannelli	People Gotta Move
Yeasayer	Rome
Irene Cara	Flashdance... What A Feeling
John Parr	St. Elmos Fire ( Man In Motion ) ( LP Version )
Gin Blossoms	Hey Jealousy
Broken Social Scene	Meet Me In The Basement
Rhonda Vincent	You're In My Heart
Diana Krall	Let's Fall In Love
Avril Lavigne	I'm With You
Blink-182	Dumpweed
Stone Temple Pilots	Plush (LP Version)
Spice Girls	2 Become 1
Devendra Banhart	Carmensita
matchbox twenty	Mad Season (LP Version)
Sia	Lentil
Depeche Mode	Somebody (Remix)
Opeth	The Moor
matchbox twenty	Push (Remastered Version)
Phil Collins	You'll Be In My Heart
Vampire Weekend	Holiday
Yeasayer	O.N.E
Example	Kickstarts
Radiohead	Climbing Up The Walls
Arcade Fire	In The Backseat
Joe Nichols	Brokenheartsville
Lupe Fiasco feat. GemStones and Graham Burris	Dumb It Down (feat. GemStones and Graham Burris) (Amended Album Version)
The Killers	This Is Your Life
The Offspring	Can't Repeat
The Killers	I Can't Stay
Avril Lavigne	Fall To Pieces
A Perfect Circle	Orestes
Tom Petty	Square One (Album Version)
Sia	Pictures
Lifehouse	You And Me (Wedding Version)
Youth Group	Forever Young
The Mars Volta	Drunkship Of Lanterns
Augustana	Sweet And Low
Sia	Moon
Pendulum	Watercolour
Pixie Lott	Mama Do (uh oh_ uh oh)
Lifehouse	Everything
Daughtry	September
Crystal	VÁNDORMADÁR
Matt Wertz	Red Meets Blue
Erasure	Always (7'' Mix)
Floetry	Feelings
Floetry	Imagination
Yael Naïm	New Soul
Sia	I Go To Sleep
Missy Higgins	Where I Stood (Album Version)
Madonna	Papa Don't Preach
matchbox twenty	Unwell (Album Version)
Philippe Rochard	Crumpshit
Lifehouse	Whatever It Takes
Tony Marshall	Es liegt nur an Dir
Brett Dennen	Ain't No Reason
Leggo Beast	In
Fort Minor (Featuring John Legend)	High Road (Album Version)
Augustana	I Still Ain't Over You
Paul Cardall	Sweet Escape
Night Ranger	Sentimental Street
Rebelution	Suffering
Old Crow Medicine Show	Down Home Girl
Lifehouse	Falling In
Old Crow Medicine Show	James River Blues
Smokie Norful	I Need You Now
Shinedown	Second Chance (Album Version)
Dashboard Confessional	The Best Deceptions
Finger Eleven	One Thing
Lifehouse	Breathing
Lifehouse	Walking Away
Brett Dennen	Closer To You
City And Colour	Body In A Box
Montell Jordan	This Is How We Do It
Tokyo Police Club	Your English Is Good
Lifehouse	Storm
Breathe Carolina	Dressed Up To Undress
Blue Foundation	Eyes On Fire
Dominique A	Le Courage Des Oiseaux
Muse	Bliss
Postal Service	Sleeping In (Album)
Marisa Monte	Perdoa Meu Amor
Damien Rice	Amie
Postal Service	Clark Gable (Album)
Drowning Pool	Reason I'm Alive (Explicit)
Joe Cocker	You Can't Have My Heart
Wilco	Radio cure
Panic! At The Disco	The Only Difference Between Martyrdom and Suicide Is Press Coverage (Tommie Sunshine Brooklyn Fire Remix)
Ron Carter	I CAN'T GET STARTED
K-OS	EMCEE Murdah
Peter Sellers	She Loves You
Blackstreet	Before I Let You Go
Rage Against The Machine	Bombtrack
Kanye West / Consequence / Cam'Ron	Gone
Marc Anthony	Si Te Vas
Dj Sammy	The Boys Of Summer
Moloko	The Time Is Now (2006 Digital Remaster)
Base Ball Bear	Crazy For You No Kisetsu (Album Version)
New Boyz	Tie Me Down [feat. Ray J] (Amended Album Version)
Andrew Bird	Fitz And The Dizzy Spells
Aesop Rock	Getaway Car
Andrew Bird	Anonanimal
Carlos Vives	La Cartera
Calle 13	Electro Movimiento
El Canto del Loco	Besos
Taylor Swift	SuperStar
Ricardo Arjona	Historia Del Portero
Il Divo	The Winner Takes It All (Va Todo Al Ganador)
Akon	Don't Matter
LL Cool J	Doin' It
Avenged Sevenfold	Unholy Confessions
Norman Greenbaum	Spirit In The Sky
Rusko	Woo boost
Daft Punk	One More Time / Aerodynamic
Nick Cave & The Bad Seeds	West Counrty Girl
Bullet For My Valentine	Room 409
Aerosmith	Walk This Way
Guns N' Roses	Yesterdays
Brisa Roché	Intermission 1
Disturbed	The Game (Amended Version)
Nirvana	Breed
Pavement	Heaven Is A Truck
Jaga Jazzist	Aerial Bright Dark Round
Prince	Raspberry Beret
USS (Ubiquitous Synergy Seeker)	Man Makes The Zoo
Avenged Sevenfold	Afterlife (Album Version)
The All-American Rejects	Swing_ Swing
Blink-182	Every Time I Look For You
Camila	Perderte De Nuevo
Orishas	Elegante
Camila	Coleccionista De Canciones
Garbage	Push It
Marc Anthony	Valio La Pena
Garbage	Only Happy When It Rains
tobyMac	Lose My Soul feat. Kirk Franklin & Mandisa / Afterparty
Camila	Alejate De Mi
The Killers	Daddy's Eyes
Orishas	Represent
Flight Of The Conchords	Business Time (Album)
Los Rodriguez	Buena Suerte
Saosin	You're Not Alone
Phish	Billy Breathes
Carole King	Home Again
Blink-182	Story Of A Lonely Guy
Toby Keith	How Do You Like Me Now?!
Blink-182	Roller Coaster
Third Eye Blind	Deep Inside Of You (2006 Remastered LP Version)
Jimmy Eat World	Your House
Nightwish	Crownless
Imelda May	It's Your Voodoo Working
Franz Ferdinand	Cheating On You
Daddy Yankee / Randy	Salgo Pa' La Calle
Black Eyed Peas	Bebot
Los Rodriguez	Enganchate Conmigo
Jason Aldean	Big Green Tractor
Bayside	Montauk
JayMay	Autumn Fallin'
Paul Kalkbrenner	Azure
The Academy Is...	Down And Out (Album Version)
Drake	Houstatlantavegas
Brand New	Millstone
Lloyd	StreetLove
Justin Timberlake	Rock Your Body
The Isley Brothers	Contagious
Beyoncé	Ego
LMFAO	Yes
Danity Kane	Show Stopper (Promo Version)
Darius Rucker	Alright
Chris Brown	Take You Down
Lloyd	Player's Prayer
Kanye West / Syleena Johnson	All Falls Down
Kid Cudi	Sky Might Fall
Robin Thicke	Teach U a Lesson
Kid Cudi	Solo Dolo (nightmare)
Crosby_ Stills & Nash	Long Time Gone
System of a Down	Tentative
Jimmy Eat World	The Authority Song
Matt Costa	Behind The Moon
System of a Down	Stealing Society
Desiderii Marginis	Deadbeat I
Danity Kane	One Shot (Album Version)
Usher featuring Beyoncé	Love In This Club Part II
Daughtry	It's Not Over
Rihanna	Fire Bomb
Green Day	Know Your Enemy (Album Version)
NEEDTOBREATHE	Valley Of Tomorrow (Album Version)
No Te Va Gustar	Ya Entendí
Fito Paez	Por Siete Vidas
Beirut	In The Mausoleum
No Te Va Gustar	Voces Del Tiempo
Beirut	Forks And Knives (La Fête)
No Te Va Gustar	Nada Para Ver
Hot Chip	Take It In
José González	Down The Line
Buena Vista Social Club	Chan Chan (Live)
Klaxons	Totem On The Timeline
Hot Chip	The Warning
Alaska Y Dinarama	Ni Tú Ni Nadie (Versión Demo)
Blufeld	On A Deeper Level
Keisha White	Brother
A Day To Remember	Have Faith In Me
Melanie Fiona	It Kills Me
White Town	Your Woman
A Skylit Drive	My Disease
Puddle Of Mudd	Blurry
OutKast	Roses
Bullet For My Valentine	Cries In Vain
OutKast	Ms. Jackson
Skillet	Rebirthing (Album Version)
Tom Petty And The Heartbreakers	Learning To Fly
Billy Idol	Mony Mony (Downtown Mix)
Portishead	Numb
We Came As Romans	Intentions
Creedence Clearwater Revival	Bad Moon Rising
Foo Fighters	Learn To Fly
Los Abuelos De La Nada	Costumbres Argentinas
Steppenwolf	Magic Carpet Ride
Tracy Lawrence	Paint Me A Birmingham (2007 Remastered LP Version)
Los Rodriguez	Para No Olvidar
Aventura	Amor De Madre
Medina Azahara	Andalucia
Craig Morgan	International Harvester
Theory Of A Deadman	Leg To Stand On (Album Version)
Soda Stereo	Sobredosis De T.V.
The Killers	Read My Mind
Tom Petty And The Heartbreakers	Into The Great Wide Open
Diam's	Dans Ma Bulle (Edit Radio - Live 2006)
Tony Rice	Wayfaring Stranger
Bon Jovi	Come Back
Feist	Let It Die
Flobots	Handlebars (UK Radio Edit)
Slipknot	Spit It Out [Explicit]
Gorillaz	Rhinestone Eyes
Eminem	Underground
Slipknot	Eyeless (Live version) (Album Version)
O'Rosko Raricim	Terre Promise
Eminem	Evil Deeds
Nine Inch Nails	The Perfect Drug
Gorillaz	Pirate Jet
Regina Spektor	Lady (Album Version)
The Libertines	Don't Be Shy
Hans Zimmer	Chevaliers De Sangreal
Flaw	Medicate
Darius Rucker	All I Want
DAVE MATTHEWS BAND	Squirm
Flobots	Stand Up
Eminem	Square Dance
Tarkan	I'm Gonna Make U Feel Good
AFI	Miss Murder
Bon Iver	Team
Nirvana	The Man Who Sold The World
Calle 13	La Tripleta
Diego Torres	Sueños
Jason Mraz	Unfold (Eagles Ballroom Live Version)
Audioslave	Show Me How To Live
DJ SS	The Lighter
Bon Iver	Blindsided
Train	For Me_ It's You
Train	Always Remember
Nick Drake	Pink Moon
John Mayer	Neon
Bon Iver	Creature Fear
Röyksopp	Alpha Male
Soundgarden	Black Hole Sun
Train	All I Ever Wanted
Bon Iver	Flume
Elbow	An Audience With The Pope
Teitur	Let's Go Dancing
Audioslave	I Am The Highway
Billy Idol	Hot In The City
Bon Iver	For Emma
Foo Fighters	All My Life
Easton Corbin	I Can't Love You Back
The New Pornographers	We End Up Together
Faith No More	Ashes To Ashes
Röyksopp	Only This Moment (Röyksopps Forsiktige Massasje)
Royksopp	Sparks
Bon Iver	Lump Sum
Foo Fighters	Big Me
Queens Of The Stone Age	Make It Wit Chu
Röyksopp	So Easy
Metallica	The Day That Never Comes
The Robert Cray Band	Love Gone To Waste (Album Version)
Röyksopp	What Else Is There?
Marc Anthony	Contra La Corriente
Guildo Horn	Käpt'N Horn (Flying Through The Air)
Karen O And The Kids	Worried Shoes
Marc Anthony	El Ultimo Beso
Röyksopp	Eple
Cage The Elephant	Back Against The Wall
Ismo Alanko Säätiö	Nokian Takana
Ben Folds	Still Fighting It
Marc Anthony	Hasta Ayer
Extreme	More Than Words
Ben Folds	Fred Jones Part 2
Drowning Pool	Bodies
Marc Anthony	Me Voy A Regalar
Zounds	Demystification
Sick Puppies	Maybe
Alceu Valença	Recado Falado (Metrô Da Saudade)
Sick Puppies	All The Same
Old 97's	Victoria (LP Version)
George Braith	Nut City (2000 Digital Remaster) (The Rudy Van Gelder Edition)
Esperanza Spalding / Leo Genovese	Ponta De Areia
Scissor Sisters	Filthy|Gorgeous
The Wombats	Here Comes The Anxiety (Album Version)
Pavement	Mercy:The Laundromat
Scissor Sisters	I Don't Feel Like Dancin'
The Wombats	Tales of Girls_ Boys and Marsupials (album version)
Bill Withers	Make Love To Your Mind
Tub Ring	Invalid
The Hives	Abra Cadaver
The Breeders	Cannonball
Three Drives	Greece 2000
Shwayze	Buzzin'
Popol Vuh	In den Nächten auf den Gassen II
Musiq Soulchild	teachme (Album Version)
All Time Low	Therapy
Martin O'Donnell And Michael Salvatori	Truth And Reconciliation Suite
The Black Keys	When The Lights Go Out
The Gaslight Anthem	Here's Looking at You_ Kid
Stars	Your Ex-Lover Is Dead (Album Version)
Janis Joplin	Me And Bobby McGee
Camera Obscura	I Need All The Friends I Can Get
Chic	Le Freak
The Hives	Walk Idiot Walk
The Black Keys	Every Lasting Light
Iron And Wine	Boy With The Coin
Brad Paisley	The Cigar Song
Cameo	Word Up
Zac Brown Band	Different Kind Of Fine (Album)
Katie Melua	On The Road Again
The Kooks	Always Where I Need To Be
Triple Six Mafia	Now I'm High_ Really High
The Kooks	See The Sun
Timbaland / Keri Hilson / D.O.E.	The Way I Are
Vanilla Ice	Ice Ice Baby (Radio Edit)
Jack's Mannequin	Crashin (Album Version)
Van Halen	Ain't Talkin'  'Bout Love (Remastered Version)
Delerium feat. Sarah McLachlan	Silence
Katie Melua	I Cried For You
Jel	No Solution
Brand New	Magazines
Katie Melua	Piece By Piece
Spinetta Jade	El Hombre Dirigente
R.E.M.	What's The Frequency_ Kenneth? (Radio Version)
Zac Brown Band	Chicken Fried (Album)
Morcheeba	The Sea
Yellowcard	Ocean Avenue
Zac Brown Band	Sic 'Em On A Chicken (Album)
Cobra Starship Featuring Leighton Meester	Good Girls Go Bad (Feat.Leighton Meester) (Album Version)
Morcheeba	Bullet Proof
Timbaland / Katy Perry	If We Ever Meet Again
Basshunter	All I Ever Wanted
Van Halen	Why Can't This Be Love (Remastered Version)
The Kooks	Sway
Explosions In The Sky	Six Days At The Bottom Of The Ocean
The Kooks	Ooh La
Two Door Cinema Club	This Is The Life
The Decemberists	The Chimbley Sweep
The Decemberists	The Gymnast_ High Above the Ground
Evanescence	Hello
Silvain Vanot	Petit Bois
Ellie Goulding	Wish I Stayed
The Decemberists	The Soldiering Life
Shinedown	The Crow & The Butterfly (Album Version)
K'Naan	Wavin'  Flag
Manuel Carrasco	Que Nadie
Darude	Sandstorm
Nirvana	Something In The Way
System of a Down	Revenga
Train	If It's Love
98º	The Hardest Thing
Boyz II Men	On Bended Knee
Spice Girls	Say You'll Be There (Single Mix)
Luke Bryan	Rain Is A Good Thing
Van Halen	You Really Got Me (Album Version)
The Mars Volta	Son et Lumiere
Sean Paul	Baby Boy [feat. Beyonce]
Mariah Carey	We Belong Together
Maroon 5	Makes Me Wonder
Mariah Carey	Obsessed
Dakota Oak	Baker's Blue Jay Yarn
Beyoncé feat. Slim Thug	Check On It
David Lee Roth	Just A Gigolo / I Ain't Got Nobody (Album Version)
Dropkick Murphys	The Warrior's Code
